ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
11561,31,493.82,5,15308.42,2025-05-11,303,Resolved,Classic Cars,598.96,S497-7556,Customer_1351,+19-196-8669,7897 Main Street,Sydney,83342,USA,LastName_137,FirstName_1396,Medium
11562,70,409.05,4,28633.5,2022-10-19,280,In Process,Planes,592.14,S104-4316,Customer_14,+20-907-9444,5587 Main Street,Berlin,30655,Spain,LastName_367,FirstName_981,Medium
11563,56,300.34,2,16819.04,2020-11-10,162,Shipped,Ships,374.94,S856-2003,Customer_338,+41-228-9484,6073 Main Street,Paris,65898,Canada,LastName_1984,FirstName_489,Small
11564,70,238.89,2,16722.3,2018-02-01,274,Resolved,Vintage Cars,274.73,S839-1130,Customer_1309,+59-883-4666,9103 Main Street,London,73410,Spain,LastName_961,FirstName_934,Large
11565,97,66.82,5,6481.54,2021-04-13,71,On Hold,Classic Cars,92.03,S592-9256,Customer_1888,+50-303-1017,9873 Main Street,New York,11129,Spain,LastName_1859,FirstName_170,Small
11566,10,33.54,2,335.4,2021-02-15,72,Cancelled,Trucks and Buses,45.95,S600-4548,Customer_1820,+87-153-6714,7921 Main Street,Madrid,71558,Canada,LastName_1552,FirstName_1268,Large
11567,55,467.99,5,25739.45,2024-07-14,323,In Process,Motorcycles,585.21,S826-8118,Customer_717,+99-508-7596,7459 Main Street,Rome,48796,USA,LastName_1244,FirstName_1249,Large
11568,88,195.04,2,17163.52,2020-03-08,147,On Hold,Motorcycles,215.91,S830-7007,Customer_312,+21-943-5612,2268 Main Street,Rome,99410,Australia,LastName_402,FirstName_1599,Medium
11569,80,108.14,2,8651.2,2019-06-05,45,Resolved,Motorcycles,151.84,S349-1217,Customer_940,+3-470-5661,7836 Main Street,Berlin,65225,USA,LastName_1562,FirstName_234,Medium
11570,64,396.41,5,25370.24,2019-04-14,42,On Hold,Motorcycles,554.22,S198-1718,Customer_142,+51-825-3480,6866 Main Street,New York,14027,Netherlands,LastName_67,FirstName_276,Medium
11571,45,284.66,2,12809.7,2025-07-04,133,In Process,Trucks and Buses,381.2,S984-4330,Customer_452,+41-395-9316,8199 Main Street,Berlin,56944,Spain,LastName_1832,FirstName_183,Large
11572,24,62.82,5,1507.68,2022-07-09,241,Resolved,Motorcycles,89.66,S493-4972,Customer_1988,+91-617-7769,6347 Main Street,Paris,98968,Germany,LastName_1664,FirstName_320,Small
11573,27,54.89,4,1482.03,2025-10-08,71,Disputed,Vintage Cars,69.67,S249-9494,Customer_291,+40-502-9826,5458 Main Street,Paris,87626,UK,LastName_1476,FirstName_1021,Large
11574,17,152.15,1,2586.55,2018-05-21,352,Disputed,Ships,207.4,S121-9947,Customer_802,+86-150-2414,4984 Main Street,Rome,12289,Australia,LastName_177,FirstName_1207,Small
11575,72,385.19,3,27733.68,2020-05-03,73,In Process,Motorcycles,485.44,S767-4324,Customer_1495,+8-760-4246,3842 Main Street,Sydney,65156,Germany,LastName_782,FirstName_1226,Large
11576,98,417.98,2,40962.04,2018-02-22,45,Shipped,Motorcycles,580.55,S703-1858,Customer_1078,+77-702-4846,1081 Main Street,Amsterdam,68113,Netherlands,LastName_234,FirstName_1490,Small
11577,40,428.27,5,17130.8,2018-07-03,88,Resolved,Ships,639.39,S336-6503,Customer_1432,+36-166-6490,8909 Main Street,Tokyo,33555,Japan,LastName_1399,FirstName_104,Large
11578,95,122.76,3,11662.2,2025-12-02,112,Disputed,Vintage Cars,155.52,S190-4972,Customer_1578,+54-503-3791,8746 Main Street,New York,77088,Canada,LastName_288,FirstName_281,Large
11579,82,220.25,1,18060.5,2021-11-29,292,On Hold,Trains,282.7,S814-5201,Customer_1576,+59-967-1061,5694 Main Street,Berlin,19653,Canada,LastName_75,FirstName_715,Large
11580,71,473.97,2,33651.87,2018-02-04,313,In Process,Vintage Cars,697.66,S719-8337,Customer_1268,+65-397-3285,1551 Main Street,Amsterdam,86615,Canada,LastName_1530,FirstName_632,Small
11581,86,216.87,2,18650.82,2023-04-28,208,Disputed,Trains,269.44,S129-2701,Customer_831,+63-537-8846,1611 Main Street,Amsterdam,74912,Spain,LastName_816,FirstName_1782,Small
11582,85,270.08,2,22956.8,2022-08-03,120,In Process,Planes,353.91,S780-6857,Customer_51,+12-846-7496,2646 Main Street,Madrid,62627,UK,LastName_1213,FirstName_326,Small
11583,55,221.81,4,12199.55,2023-10-10,353,Resolved,Motorcycles,294.55,S804-4190,Customer_917,+83-506-2402,6475 Main Street,Sydney,32152,UK,LastName_1128,FirstName_1878,Large
11584,78,341.23,5,26615.94,2024-10-31,0,In Process,Trucks and Buses,454.62,S347-6209,Customer_1159,+69-208-3221,5300 Main Street,Sydney,91590,Spain,LastName_984,FirstName_953,Small
11585,56,168.13,5,9415.28,2023-07-25,194,On Hold,Motorcycles,221.87,S292-7051,Customer_1966,+95-644-1403,5196 Main Street,New York,19494,France,LastName_256,FirstName_1584,Medium
11586,14,447.05,4,6258.7,2021-09-12,247,Resolved,Planes,525.46,S171-3278,Customer_1209,+46-988-7495,5750 Main Street,Toronto,80042,Netherlands,LastName_904,FirstName_165,Large
11587,15,422.34,3,6335.1,2023-11-23,219,Shipped,Motorcycles,612.06,S469-1714,Customer_9,+92-717-4008,4291 Main Street,Paris,87904,UK,LastName_1071,FirstName_1942,Medium
11588,72,419.28,4,30188.16,2021-12-02,327,In Process,Motorcycles,566.27,S757-1272,Customer_1586,+19-703-4214,296 Main Street,Toronto,23326,UK,LastName_697,FirstName_1298,Small
11589,9,325.44,4,2928.96,2025-01-06,18,In Process,Trucks and Buses,380.23,S872-1376,Customer_823,+85-758-6646,2446 Main Street,London,31240,Germany,LastName_1743,FirstName_388,Medium
11590,78,113.3,1,8837.4,2025-02-09,287,Shipped,Vintage Cars,132.25,S142-1223,Customer_1603,+64-754-4204,325 Main Street,London,44298,UK,LastName_1853,FirstName_789,Large
11591,91,217.5,3,19792.5,2025-11-14,293,In Process,Trucks and Buses,260.06,S911-5723,Customer_51,+90-928-6351,8108 Main Street,Toronto,94148,France,LastName_625,FirstName_801,Large
11592,77,190.06,4,14634.62,2025-08-10,253,On Hold,Motorcycles,263.83,S655-9076,Customer_1616,+27-470-5979,4148 Main Street,Sydney,38687,France,LastName_677,FirstName_1484,Small
11593,36,196.6,4,7077.6,2024-02-27,274,Disputed,Trains,249.2,S994-9423,Customer_407,+86-865-5385,8302 Main Street,Berlin,48885,Netherlands,LastName_1519,FirstName_1754,Small
11594,85,470.49,3,39991.65,2025-05-06,280,In Process,Ships,547.65,S526-9102,Customer_443,+56-501-5910,8481 Main Street,Sydney,41501,UK,LastName_61,FirstName_1763,Large
11595,59,241.65,5,14257.35,2023-04-14,2,Resolved,Planes,293.92,S262-7693,Customer_1580,+79-674-4578,4126 Main Street,Paris,41962,Italy,LastName_1223,FirstName_1415,Medium
11596,69,25.52,1,1760.88,2021-06-05,163,Shipped,Trucks and Buses,38.22,S132-3865,Customer_1090,+35-510-8593,2707 Main Street,New York,16702,Spain,LastName_404,FirstName_575,Small
11597,98,305.72,2,29960.56,2024-05-12,23,Disputed,Vintage Cars,390.93,S856-9028,Customer_1858,+19-964-6156,4418 Main Street,Sydney,97419,USA,LastName_495,FirstName_1152,Small
11598,9,216.64,3,1949.76,2024-04-09,179,Shipped,Trucks and Buses,241.64,S235-1079,Customer_615,+44-123-4030,9214 Main Street,Toronto,50848,Germany,LastName_704,FirstName_465,Small
11599,18,455.34,5,8196.12,2020-12-20,350,Disputed,Ships,625.55,S944-4666,Customer_1538,+63-735-6416,3082 Main Street,Toronto,23181,Canada,LastName_292,FirstName_490,Large
11600,46,292.29,3,13445.34,2019-11-15,205,On Hold,Classic Cars,424.98,S936-5328,Customer_306,+71-544-7230,3002 Main Street,Sydney,24550,USA,LastName_1073,FirstName_745,Medium
11601,29,268.98,5,7800.42,2025-08-04,179,On Hold,Trucks and Buses,332.7,S182-5252,Customer_1295,+97-541-1671,9890 Main Street,Toronto,86624,Germany,LastName_664,FirstName_193,Small
11602,62,336.13,3,20840.06,2021-11-10,183,On Hold,Trains,461.74,S805-8434,Customer_1431,+5-883-7846,2224 Main Street,Madrid,34441,Netherlands,LastName_1731,FirstName_221,Medium
11603,59,107.9,4,6366.1,2020-10-21,197,Shipped,Trains,124.75,S188-6201,Customer_1701,+61-483-7933,2733 Main Street,Rome,43728,Canada,LastName_356,FirstName_1543,Medium
11604,4,261.71,5,1046.84,2019-05-01,261,Disputed,Vintage Cars,328.94,S114-1970,Customer_869,+74-339-2373,9888 Main Street,Rome,41522,USA,LastName_1619,FirstName_1729,Small
11605,80,302.88,1,24230.4,2022-11-21,252,Shipped,Trucks and Buses,373.83,S829-6405,Customer_1477,+79-941-9844,2341 Main Street,London,98759,Italy,LastName_903,FirstName_467,Large
11606,13,474.34,2,6166.42,2021-02-22,117,Resolved,Planes,622.45,S139-6055,Customer_1029,+45-970-2481,4781 Main Street,London,17495,UK,LastName_757,FirstName_1245,Small
11607,52,155.91,1,8107.32,2025-08-15,74,Resolved,Classic Cars,220.48,S343-2754,Customer_505,+33-235-8723,5928 Main Street,Sydney,67876,Italy,LastName_956,FirstName_379,Large
11608,79,41.32,3,3264.28,2021-04-14,302,Shipped,Ships,50.17,S364-4179,Customer_1834,+11-633-4327,4902 Main Street,Berlin,67131,Japan,LastName_763,FirstName_461,Small
11609,5,345.98,2,1729.9,2025-06-14,299,In Process,Vintage Cars,397.01,S757-2756,Customer_657,+3-517-3409,9578 Main Street,Toronto,98230,Spain,LastName_1239,FirstName_260,Medium
11610,44,406.36,4,17879.84,2020-05-25,82,Resolved,Motorcycles,583.83,S244-2366,Customer_1523,+7-848-9248,8015 Main Street,Berlin,91074,UK,LastName_321,FirstName_201,Large
11611,71,130.63,5,9274.73,2018-11-06,164,In Process,Classic Cars,179.19,S545-8930,Customer_234,+99-127-6881,2244 Main Street,Tokyo,77350,Spain,LastName_999,FirstName_3,Medium
11612,83,153.09,5,12706.47,2024-12-09,41,On Hold,Trains,180.43,S360-5491,Customer_651,+7-110-3909,97 Main Street,London,94698,Italy,LastName_1521,FirstName_1653,Large
11613,32,284.63,5,9108.16,2024-11-15,17,Cancelled,Ships,420.13,S753-6672,Customer_1804,+8-274-6180,8242 Main Street,Rome,69321,Italy,LastName_97,FirstName_487,Large
11614,100,33.29,1,3329.0,2024-10-12,105,On Hold,Vintage Cars,45.74,S570-6701,Customer_610,+81-170-9789,2396 Main Street,Berlin,65569,Netherlands,LastName_1035,FirstName_198,Small
11615,10,445.45,5,4454.5,2025-06-16,67,In Process,Classic Cars,502.77,S992-6137,Customer_206,+32-350-5600,6149 Main Street,New York,23179,Netherlands,LastName_636,FirstName_328,Small
11616,1,58.28,5,58.28,2025-05-17,280,Cancelled,Trucks and Buses,82.67,S277-1516,Customer_1579,+71-857-4227,1259 Main Street,Rome,78546,Canada,LastName_1483,FirstName_1597,Large
11617,53,118.91,1,6302.23,2020-08-31,275,Resolved,Ships,162.55,S188-8846,Customer_503,+95-489-1206,7633 Main Street,Amsterdam,87661,France,LastName_1328,FirstName_996,Medium
11618,62,100.25,1,6215.5,2018-04-05,181,Cancelled,Motorcycles,120.58,S834-2633,Customer_1599,+7-585-1144,7484 Main Street,Toronto,66846,Germany,LastName_551,FirstName_1149,Medium
11619,4,399.28,5,1597.12,2024-10-20,164,Shipped,Classic Cars,473.82,S106-9668,Customer_761,+11-883-2804,9571 Main Street,Toronto,91555,France,LastName_1636,FirstName_1317,Medium
11620,47,137.18,3,6447.46,2022-09-18,310,In Process,Classic Cars,184.74,S452-6544,Customer_798,+15-714-4048,7431 Main Street,Rome,75341,Canada,LastName_484,FirstName_900,Medium
11621,94,345.33,1,32461.02,2025-09-19,345,Resolved,Planes,437.23,S244-7973,Customer_493,+75-462-7566,1746 Main Street,London,62654,Italy,LastName_1892,FirstName_1590,Medium
11622,70,117.19,1,8203.3,2022-03-05,186,In Process,Classic Cars,150.41,S300-9920,Customer_1733,+68-589-5693,763 Main Street,London,28322,Germany,LastName_1408,FirstName_1343,Large
11623,98,478.13,4,46856.74,2018-10-09,154,On Hold,Trains,600.72,S490-3882,Customer_1013,+55-309-4578,14 Main Street,Paris,99125,Canada,LastName_147,FirstName_1650,Medium
11624,54,391.78,3,21156.12,2019-12-15,320,Disputed,Motorcycles,489.66,S402-9378,Customer_465,+15-715-7500,8715 Main Street,Rome,37159,Italy,LastName_537,FirstName_982,Small
11625,33,200.27,4,6608.91,2024-01-16,289,In Process,Planes,261.19,S594-1357,Customer_444,+49-664-4790,49 Main Street,New York,46477,Netherlands,LastName_451,FirstName_997,Large
11626,78,461.06,2,35962.68,2022-07-03,116,Disputed,Trains,521.69,S452-3967,Customer_1530,+19-898-2861,2748 Main Street,Madrid,17556,Italy,LastName_676,FirstName_1226,Small
11627,36,41.56,3,1496.16,2018-07-24,193,Disputed,Ships,48.13,S196-2342,Customer_1113,+58-274-3101,8415 Main Street,London,46800,Spain,LastName_255,FirstName_1063,Small
11628,3,52.88,1,158.64,2023-01-03,356,Resolved,Trains,79.09,S510-1875,Customer_1737,+62-442-8343,8616 Main Street,Tokyo,78241,France,LastName_1706,FirstName_1181,Medium
11629,37,295.0,4,10915.0,2025-01-01,307,Shipped,Trucks and Buses,343.53,S989-3208,Customer_219,+63-227-2808,4574 Main Street,Amsterdam,63637,Australia,LastName_856,FirstName_729,Large
11630,95,56.51,5,5368.45,2023-12-30,339,Shipped,Motorcycles,71.94,S604-4461,Customer_1295,+88-974-6134,6659 Main Street,Berlin,22414,Italy,LastName_410,FirstName_1698,Small
11631,22,302.23,3,6649.06,2021-12-14,229,Cancelled,Ships,437.23,S524-2693,Customer_858,+77-412-7725,3571 Main Street,Madrid,83472,Netherlands,LastName_146,FirstName_182,Large
11632,28,267.52,5,7490.56,2025-04-09,297,Resolved,Motorcycles,336.22,S270-1775,Customer_234,+98-312-1212,8186 Main Street,Toronto,65839,Spain,LastName_713,FirstName_387,Large
11633,90,94.15,4,8473.5,2020-06-27,353,Cancelled,Vintage Cars,138.25,S921-4966,Customer_158,+61-728-9632,5398 Main Street,Paris,85811,USA,LastName_1545,FirstName_1737,Small
11634,40,347.73,1,13909.2,2020-09-20,243,Disputed,Classic Cars,466.15,S867-5847,Customer_761,+67-895-6454,8250 Main Street,Berlin,54793,Italy,LastName_1851,FirstName_1982,Small
11635,88,302.87,5,26652.56,2024-02-24,63,Cancelled,Vintage Cars,436.21,S850-4568,Customer_1237,+81-257-3383,5279 Main Street,Sydney,23872,Spain,LastName_1657,FirstName_558,Small
11636,77,353.28,2,27202.56,2021-08-14,285,Shipped,Ships,493.05,S951-5162,Customer_1705,+64-988-7897,2941 Main Street,Toronto,33880,Germany,LastName_832,FirstName_1662,Small
11637,16,351.14,4,5618.24,2020-08-13,292,Resolved,Trucks and Buses,436.54,S200-4406,Customer_1482,+99-668-5123,5216 Main Street,Berlin,22296,Australia,LastName_798,FirstName_446,Small
11638,78,128.76,4,10043.28,2024-09-14,204,Resolved,Ships,179.59,S893-1755,Customer_1333,+76-538-6011,5937 Main Street,Tokyo,80566,Spain,LastName_278,FirstName_1290,Medium
11639,94,25.73,5,2418.62,2024-10-15,90,Disputed,Motorcycles,33.05,S751-4083,Customer_674,+84-878-2522,6858 Main Street,Rome,76613,Canada,LastName_137,FirstName_1797,Small
11640,28,481.87,4,13492.36,2020-02-26,219,In Process,Motorcycles,622.23,S239-2982,Customer_981,+85-331-5812,184 Main Street,London,50059,UK,LastName_1333,FirstName_352,Large
11641,22,370.14,3,8143.08,2019-01-21,352,Resolved,Planes,537.38,S959-4760,Customer_1661,+8-521-5024,3029 Main Street,Berlin,66869,Australia,LastName_632,FirstName_1847,Small
11642,13,446.86,1,5809.18,2025-04-11,158,On Hold,Trucks and Buses,521.61,S879-5435,Customer_319,+86-784-1504,2578 Main Street,Paris,42066,Australia,LastName_15,FirstName_1429,Large
11643,40,225.22,3,9008.8,2025-11-13,46,Shipped,Ships,314.03,S536-2067,Customer_689,+54-380-1132,9437 Main Street,Paris,23506,France,LastName_1014,FirstName_720,Small
11644,80,274.18,1,21934.4,2020-02-28,239,Shipped,Trucks and Buses,335.71,S751-3199,Customer_615,+42-195-1914,8333 Main Street,London,60533,Canada,LastName_1367,FirstName_1847,Small
11645,4,325.07,3,1300.28,2022-04-20,163,Resolved,Trucks and Buses,381.14,S691-3874,Customer_73,+82-278-4962,7869 Main Street,Rome,60017,Italy,LastName_1195,FirstName_1360,Medium
11646,77,94.9,2,7307.3,2024-05-23,177,Cancelled,Classic Cars,124.78,S195-5096,Customer_191,+9-740-9876,3144 Main Street,Tokyo,98710,USA,LastName_1712,FirstName_1273,Small
11647,40,72.14,2,2885.6,2021-04-19,1,In Process,Vintage Cars,98.78,S624-4077,Customer_554,+53-295-4302,4914 Main Street,Amsterdam,80621,Japan,LastName_472,FirstName_1951,Small
11648,33,112.26,3,3704.58,2019-02-24,269,In Process,Vintage Cars,164.01,S360-1610,Customer_1040,+56-894-6930,4719 Main Street,London,47260,Germany,LastName_1490,FirstName_1152,Small
11649,50,472.45,2,23622.5,2024-03-21,168,On Hold,Motorcycles,604.69,S309-6570,Customer_1682,+3-691-6691,2673 Main Street,Amsterdam,93047,Netherlands,LastName_1653,FirstName_1273,Medium
11650,78,143.27,4,11175.06,2025-01-30,4,Cancelled,Planes,182.06,S719-7913,Customer_581,+42-314-6287,9846 Main Street,Toronto,71646,Italy,LastName_673,FirstName_92,Medium
11651,59,71.05,5,4191.95,2023-11-13,103,Shipped,Motorcycles,99.81,S917-6574,Customer_562,+18-663-9333,7461 Main Street,Berlin,46014,France,LastName_1515,FirstName_1495,Large
11652,83,206.96,4,17177.68,2023-10-16,222,In Process,Vintage Cars,276.42,S725-5230,Customer_936,+3-518-2744,7497 Main Street,New York,66784,Japan,LastName_106,FirstName_175,Medium
11653,80,225.75,1,18060.0,2018-11-27,13,Cancelled,Trains,295.61,S915-8340,Customer_211,+44-501-8871,5874 Main Street,Rome,66640,Australia,LastName_1,FirstName_1337,Medium
11654,10,275.98,5,2759.8,2022-09-27,10,Disputed,Motorcycles,346.01,S778-5792,Customer_535,+73-840-3960,3350 Main Street,Paris,37195,Australia,LastName_1251,FirstName_1818,Large
11655,56,291.99,3,16351.44,2018-03-18,142,On Hold,Trains,427.4,S761-6490,Customer_1601,+53-518-4757,7938 Main Street,Sydney,50745,USA,LastName_278,FirstName_1690,Large
11656,96,451.59,2,43352.64,2024-04-16,222,Shipped,Vintage Cars,646.94,S649-3749,Customer_1843,+43-920-8302,2038 Main Street,Paris,14363,UK,LastName_677,FirstName_115,Large
11657,31,274.07,4,8496.17,2022-10-19,88,In Process,Trains,392.57,S626-2168,Customer_1289,+53-878-5085,8476 Main Street,Paris,85100,Germany,LastName_1554,FirstName_1534,Medium
11658,72,435.4,4,31348.8,2020-03-13,165,Resolved,Trucks and Buses,517.38,S837-2385,Customer_45,+99-181-3315,7198 Main Street,Amsterdam,85773,Italy,LastName_1232,FirstName_683,Small
11659,79,327.78,1,25894.62,2021-04-19,329,Resolved,Trains,408.92,S989-9023,Customer_942,+45-636-7161,7780 Main Street,New York,38342,Italy,LastName_671,FirstName_850,Small
11660,7,473.22,4,3312.54,2020-06-02,129,On Hold,Ships,573.78,S743-5229,Customer_826,+66-899-7185,4008 Main Street,Berlin,23756,Netherlands,LastName_148,FirstName_1381,Small
11661,26,118.95,4,3092.7,2025-08-15,215,Shipped,Vintage Cars,164.82,S860-1783,Customer_919,+29-958-3032,7316 Main Street,Paris,46692,Australia,LastName_945,FirstName_946,Medium
11662,23,340.85,2,7839.55,2022-05-09,125,In Process,Vintage Cars,448.31,S813-1674,Customer_1044,+79-667-9001,8125 Main Street,Paris,74984,Australia,LastName_1256,FirstName_559,Large
11663,37,328.53,3,12155.61,2023-08-20,364,On Hold,Classic Cars,438.58,S968-4117,Customer_914,+96-570-5157,451 Main Street,Berlin,72416,Italy,LastName_954,FirstName_860,Large
11664,61,147.88,3,9020.68,2019-09-08,11,In Process,Vintage Cars,190.31,S182-6048,Customer_1223,+57-459-4272,4884 Main Street,Toronto,19965,Australia,LastName_1545,FirstName_965,Small
11665,84,390.71,1,32819.64,2024-12-22,301,Shipped,Trains,434.83,S834-1762,Customer_1170,+36-856-1548,6702 Main Street,Sydney,62222,Australia,LastName_1487,FirstName_1037,Small
11666,31,374.98,3,11624.38,2021-11-07,125,Resolved,Trains,462.51,S772-7924,Customer_749,+32-450-3953,3282 Main Street,London,63951,Italy,LastName_66,FirstName_1293,Large
11667,86,383.72,1,32999.92,2020-12-01,238,Shipped,Trains,575.51,S854-2289,Customer_144,+8-853-5022,5041 Main Street,Tokyo,97251,Australia,LastName_1689,FirstName_864,Small
11668,11,304.0,5,3344.0,2023-08-18,290,Resolved,Ships,382.93,S421-2316,Customer_178,+71-204-6214,8232 Main Street,Berlin,68696,France,LastName_823,FirstName_874,Small
11669,40,367.78,4,14711.2,2023-01-12,217,Shipped,Planes,499.13,S763-7690,Customer_1047,+63-784-1000,4599 Main Street,Madrid,86487,Italy,LastName_819,FirstName_1375,Large
11670,50,278.3,2,13915.0,2025-12-10,314,Shipped,Ships,347.64,S236-7043,Customer_828,+44-714-7142,275 Main Street,Amsterdam,94135,Japan,LastName_139,FirstName_566,Large
11671,22,353.68,2,7780.96,2018-01-15,92,Resolved,Ships,415.35,S532-5682,Customer_1752,+3-423-5558,7884 Main Street,Berlin,91676,Netherlands,LastName_865,FirstName_358,Small
11672,9,134.15,3,1207.35,2018-10-03,110,Shipped,Planes,168.41,S133-6051,Customer_993,+40-561-4991,3494 Main Street,Amsterdam,87434,Canada,LastName_519,FirstName_930,Large
11673,95,255.17,2,24241.15,2020-12-05,233,On Hold,Trains,311.56,S231-1043,Customer_385,+42-720-5300,4621 Main Street,Toronto,12187,UK,LastName_1877,FirstName_1479,Small
11674,65,245.62,2,15965.3,2022-01-03,42,Resolved,Ships,337.18,S872-7656,Customer_848,+40-987-9141,7850 Main Street,Paris,22518,Germany,LastName_185,FirstName_1986,Small
11675,47,47.41,2,2228.27,2018-02-05,72,On Hold,Planes,59.24,S373-7855,Customer_1582,+41-647-2286,5723 Main Street,Berlin,91526,Netherlands,LastName_1589,FirstName_1102,Medium
11676,82,92.22,1,7562.04,2023-06-26,281,Resolved,Trucks and Buses,114.12,S737-1948,Customer_1657,+74-635-5973,1245 Main Street,London,82613,Italy,LastName_677,FirstName_740,Large
11677,15,194.63,3,2919.45,2024-12-17,91,Cancelled,Planes,230.09,S974-2590,Customer_1204,+29-418-9724,9371 Main Street,Toronto,81792,USA,LastName_1500,FirstName_114,Small
11678,69,41.87,3,2889.03,2022-04-27,96,On Hold,Classic Cars,57.84,S936-3835,Customer_639,+21-205-7061,9409 Main Street,Madrid,41740,USA,LastName_1722,FirstName_1204,Large
11679,14,94.96,5,1329.44,2021-07-11,79,In Process,Classic Cars,115.67,S189-5845,Customer_1483,+52-190-4221,4088 Main Street,Toronto,53560,Australia,LastName_743,FirstName_401,Small
11680,9,167.16,1,1504.44,2020-02-17,30,On Hold,Trucks and Buses,184.56,S551-9729,Customer_181,+86-829-2635,778 Main Street,Tokyo,63381,Australia,LastName_1258,FirstName_1125,Medium
11681,85,386.35,3,32839.75,2023-02-14,208,Disputed,Trains,534.39,S343-6004,Customer_667,+39-222-4010,9792 Main Street,Tokyo,22881,UK,LastName_833,FirstName_1923,Large
11682,77,140.78,2,10840.06,2018-08-14,213,On Hold,Ships,159.48,S732-2687,Customer_47,+54-207-7265,6235 Main Street,Tokyo,22226,USA,LastName_121,FirstName_1834,Large
11683,94,267.95,2,25187.3,2019-10-18,340,On Hold,Classic Cars,380.5,S226-7627,Customer_1097,+19-527-9248,2064 Main Street,London,20973,Spain,LastName_729,FirstName_1901,Large
11684,52,93.54,4,4864.08,2024-12-07,291,In Process,Classic Cars,104.03,S298-5439,Customer_1017,+74-918-2414,64 Main Street,New York,55254,Japan,LastName_472,FirstName_285,Large
11685,82,320.34,3,26267.88,2023-07-10,66,Cancelled,Planes,432.75,S150-4297,Customer_324,+19-131-1763,7591 Main Street,Paris,83250,Australia,LastName_1261,FirstName_1011,Large
11686,17,134.5,2,2286.5,2024-03-29,237,Shipped,Classic Cars,180.77,S190-5837,Customer_686,+24-834-1732,5427 Main Street,Amsterdam,94216,USA,LastName_1447,FirstName_1905,Small
11687,81,474.39,4,38425.59,2018-03-07,194,Shipped,Trucks and Buses,626.65,S277-3980,Customer_537,+2-528-6875,4923 Main Street,Madrid,44536,Spain,LastName_1956,FirstName_1648,Medium
11688,89,490.07,3,43616.23,2018-06-20,296,Shipped,Trucks and Buses,709.74,S749-9235,Customer_1991,+94-698-9274,5415 Main Street,Rome,61398,France,LastName_419,FirstName_73,Small
11689,50,171.32,3,8566.0,2022-11-03,68,Cancelled,Planes,226.75,S643-9333,Customer_1898,+66-553-7240,5695 Main Street,Rome,90392,Japan,LastName_1699,FirstName_487,Small
11690,27,200.78,1,5421.06,2022-09-03,331,Cancelled,Classic Cars,288.59,S123-2444,Customer_201,+94-988-4170,9110 Main Street,Rome,11195,France,LastName_988,FirstName_1702,Large
11691,36,336.05,4,12097.8,2018-11-23,295,Resolved,Motorcycles,398.46,S117-4396,Customer_675,+16-878-5200,8537 Main Street,Tokyo,52290,Germany,LastName_1148,FirstName_346,Large
11692,73,152.03,1,11098.19,2024-08-10,364,Shipped,Trucks and Buses,195.18,S676-1782,Customer_1961,+47-338-6040,7218 Main Street,London,83504,Germany,LastName_1206,FirstName_735,Small
11693,95,210.33,2,19981.35,2025-03-04,28,Resolved,Trucks and Buses,292.67,S229-7452,Customer_1011,+2-927-5191,8365 Main Street,Amsterdam,62954,Netherlands,LastName_1533,FirstName_1578,Medium
11694,43,196.2,2,8436.6,2024-08-25,85,On Hold,Trains,267.89,S778-9762,Customer_1359,+24-993-3602,8611 Main Street,London,80322,USA,LastName_1557,FirstName_1565,Small
11695,68,116.98,2,7954.64,2022-03-10,107,Shipped,Vintage Cars,170.71,S626-6617,Customer_875,+69-844-5882,6921 Main Street,Madrid,63674,Spain,LastName_1029,FirstName_38,Large
11696,52,146.49,5,7617.48,2020-06-15,245,On Hold,Ships,177.59,S433-8781,Customer_686,+19-181-4785,5856 Main Street,Berlin,20637,Spain,LastName_661,FirstName_1838,Medium
11697,88,395.77,3,34827.76,2024-09-22,321,Cancelled,Planes,546.17,S600-5498,Customer_1101,+91-568-5529,1426 Main Street,Toronto,93376,France,LastName_1989,FirstName_1079,Medium
11698,88,444.79,2,39141.52,2022-10-22,227,On Hold,Trains,510.67,S866-2930,Customer_1618,+79-733-9077,6954 Main Street,Paris,53862,Germany,LastName_550,FirstName_1256,Medium
11699,46,395.69,1,18201.74,2022-01-07,328,In Process,Trucks and Buses,575.61,S726-7607,Customer_903,+68-713-7992,3893 Main Street,New York,16530,Japan,LastName_1957,FirstName_424,Medium
11700,95,257.12,2,24426.4,2018-09-07,56,In Process,Trains,302.55,S138-2406,Customer_1554,+95-435-8788,2544 Main Street,London,46802,UK,LastName_259,FirstName_1074,Medium
11701,98,275.31,2,26980.38,2021-06-04,339,Resolved,Classic Cars,355.66,S520-1799,Customer_1163,+81-632-5162,7142 Main Street,New York,20854,Netherlands,LastName_1989,FirstName_69,Medium
11702,2,398.88,2,797.76,2021-05-13,283,Shipped,Motorcycles,572.55,S441-4590,Customer_899,+96-347-7139,8635 Main Street,Rome,62460,Spain,LastName_214,FirstName_1902,Medium
